Fake_StudentID,Marital_status,Application_mode,Application_order,Course,Daytime/evening_attendance,Previous_qualification,Previous_qualification_(grade),Nacionality,Mother's_qualification,Father's_qualification,Mother's_occupation,Father's_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_(credited),Curricular_units_1st_sem_(enrolled),Curricular_units_1st_sem_(evaluations),Curricular_units_1st_sem_(approved),Curricular_units_1st_sem_(grade),Curricular_units_1st_sem_(without_evaluations),Curricular_units_2nd_sem_(credited),Curricular_units_2nd_sem_(enrolled),Curricular_units_2nd_sem_(evaluations),Curricular_units_2nd_sem_(approved),Curricular_units_2nd_sem_(grade),Curricular_units_2nd_sem_(without_evaluations),Unemployment_rate,Inflation_rate,GDP,Target
99467026B,2,39,1,9991,0,1,148.0,1,19,37,9,5,130.9,0,0,0,0,1,0,28,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout
59863618D,1,39,1,9003,1,12,133.1,1,37,19,9,10,120.0,0,0,0,1,1,0,58,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
30742007C,2,39,1,9991,0,1,135.0,1,34,34,0,0,134.1,1,0,0,0,1,0,49,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
75913843A,1,39,1,9119,1,1,150.0,1,1,38,3,5,120.0,0,0,0,1,1,0,24,0,0,5,6,3,10.66666667,0,0,5,9,2,10.5,0,15.5,2.8,-4.06,No dropout
19529011A,1,43,1,9670,1,1,130.0,1,34,34,0,0,114.8,0,0,0,1,1,0,25,0,0,5,5,4,13.75,0,0,5,5,4,14.75,0,7.6,2.6,0.32,No dropout
10957708D,4,42,1,9147,1,1,133.1,1,37,38,7,3,123.0,1,0,0,1,1,0,33,0,0,5,5,1,10.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
60642638D,2,39,2,9119,1,19,133.1,1,37,37,7,7,118.0,0,0,0,0,1,0,33,0,0,5,11,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
21980729A,2,43,1,9853,1,1,110.0,1,37,37,7,7,100.0,0,0,0,1,1,0,40,0,0,2,4,1,16.0,0,0,4,5,4,15.5,0,13.9,-0.3,0.79,No dropout
94873713C,2,39,1,9991,0,1,170.0,1,37,19,9,3,151.1,0,0,0,1,1,0,48,0,0,5,9,5,12.28571429,0,0,5,8,5,11.125,0,16.2,0.3,-0.92,No dropout
38761036A,1,17,3,9119,1,1,120.0,1,1,19,9,3,116.9,1,0,1,0,1,0,18,0,0,5,10,3,12.0,0,0,5,8,3,10.33333333,0,8.9,1.4,3.51,No dropout
92650333B,1,39,1,9500,1,19,133.1,1,38,38,9,8,106.0,1,0,0,1,1,0,24,0,0,7,7,6,12.66666667,1,0,7,7,6,12.66666667,1,7.6,2.6,0.32,No dropout
89365993C,2,1,1,9085,1,1,139.0,1,19,19,192,144,127.1,0,0,0,1,1,1,23,0,0,5,6,5,11.8,0,0,5,7,4,13.25,1,10.8,1.4,1.74,No dropout
67475431D,1,39,1,9991,0,19,133.1,1,19,37,7,5,155.5,1,0,1,0,1,0,39,0,0,5,6,5,10.6,0,0,5,7,5,14.66666667,0,10.8,1.4,1.74,Dropout
97492025B,1,18,1,9003,1,1,133.1,1,1,38,9,6,101.0,0,0,0,1,1,0,21,0,5,11,16,9,11.9,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,No dropout
76564224B,1,42,1,9119,1,6,120.0,1,35,35,6,6,128.2,1,0,0,1,1,0,34,0,4,6,8,4,11.25,0,1,5,8,2,10.5,0,7.6,2.6,0.32,Dropout
89673019A,2,39,1,9991,0,1,100.0,1,19,19,4,4,113.0,0,0,0,1,1,1,41,0,0,5,9,4,11.0,0,0,5,6,5,11.4,0,8.9,1.4,3.51,No dropout
71587741B,1,1,1,9773,1,1,134.0,1,1,38,4,5,122.8,0,0,0,1,1,0,18,0,0,6,6,6,12.0,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,No dropout
85843841A,2,39,1,9991,0,1,130.0,1,38,38,9,3,145.6,0,0,0,1,1,0,34,0,0,5,10,4,11.75,0,0,5,10,4,10.83333333,0,13.9,-0.3,0.79,No dropout
28989481B,1,1,1,9147,1,1,128.0,1,1,1,2,10,116.5,0,0,0,1,1,0,19,0,0,5,8,2,10.0,0,0,5,8,1,16.0,0,7.6,2.6,0.32,Dropout
34244439C,1,1,1,9500,1,1,154.0,1,19,19,3,3,142.0,0,0,0,1,1,0,19,0,0,8,8,7,13.71428571,0,0,8,8,7,13.71428571,0,12.7,3.7,-1.7,No dropout
27276881C,1,7,1,9003,1,4,150.0,1,1,1,4,6,150.0,0,0,0,1,1,0,28,0,0,6,14,6,14.875,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,No dropout
10249404D,1,17,1,9070,1,1,134.0,1,1,1,5,0,133.3,1,0,0,1,1,0,18,0,0,6,7,5,10.8,1,0,6,6,0,0.0,0,7.6,2.6,0.32,Dropout
40358607A,1,1,1,9238,1,1,127.0,1,2,2,3,4,115.8,1,0,0,1,1,0,19,0,0,6,11,3,12.0,0,0,6,12,2,10.0,0,11.1,0.6,2.02,Dropout
10355120A,1,17,2,9085,1,1,133.1,1,19,38,9,1,100.0,1,0,1,0,1,0,19,0,0,6,10,5,12.5,0,0,6,19,2,13.5,0,12.4,0.5,1.79,Dropout
25295781D,1,17,1,9500,1,1,130.0,1,1,3,9,2,128.6,1,0,0,1,0,0,18,0,0,7,7,7,14.72857143,0,0,8,11,8,16.32727273,0,16.2,0.3,-0.92,No dropout
38428188B,1,1,1,9130,1,1,135.0,1,3,3,2,2,137.1,1,0,0,1,0,0,18,0,0,6,8,6,12.0,0,0,6,8,5,14.8,0,12.4,0.5,1.79,No dropout
76562691B,1,1,1,9773,1,1,143.0,1,1,3,3,3,149.0,1,0,0,1,0,0,18,0,0,6,8,6,11.42857143,0,0,6,7,6,11.0,0,11.1,0.6,2.02,Dropout
91576947B,1,44,2,9238,1,39,150.0,1,3,19,4,9,147.0,1,0,0,1,0,0,19,0,3,6,6,6,14.16666667,0,2,6,6,6,13.5,0,12.4,0.5,1.79,No dropout
64195830B,2,7,1,9238,1,3,150.0,1,37,37,191,192,150.0,0,0,0,1,0,0,31,0,1,6,12,5,12.5,0,0,6,10,5,14.6,0,12.7,3.7,-1.7,No dropout
13645040B,1,39,1,8014,0,1,130.0,1,37,37,9,8,103.5,0,0,0,1,0,1,33,0,0,6,6,6,14.16666667,0,0,6,6,6,14.33333333,0,12.7,3.7,-1.7,No dropout
25104546C,1,1,3,9500,1,1,113.0,1,3,1,134,135,107.8,1,0,0,1,0,1,20,0,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79,No dropout
97983488C,1,44,1,9085,1,39,130.0,6,19,1,6,4,130.0,1,0,0,1,0,0,22,1,0,6,12,5,12.8,0,0,6,19,2,11.5,0,12.4,0.5,1.79,No dropout
77962409A,1,17,1,9254,1,1,115.0,1,1,19,3,3,109.4,1,0,0,1,0,0,19,0,0,6,8,6,12.66666667,0,0,6,8,5,13.4,0,11.1,0.6,2.02,No dropout
92455216C,1,1,3,9070,1,1,146.0,1,34,34,0,0,143.6,1,0,0,1,0,0,18,0,0,6,6,6,12.5,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Dropout
82645930B,1,17,3,9070,1,1,132.0,1,38,1,5,5,124.3,0,1,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
71132681D,1,1,5,9670,1,1,116.0,1,19,38,9,9,119.5,1,0,0,0,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
96214866B,1,1,1,171,1,1,163.0,1,3,4,2,5,175.6,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,No dropout
54518958B,1,17,2,9147,1,1,122.0,1,19,19,7,7,116.1,1,0,0,1,0,1,19,0,0,5,8,5,11.2,0,0,5,5,3,11.0,0,12.4,0.5,1.79,No dropout
71324621D,1,17,2,9238,1,1,136.0,1,1,3,3,4,126.6,1,0,0,1,0,0,18,0,0,6,6,6,16.5,0,0,6,7,6,17.42857143,0,11.1,0.6,2.02,Dropout
15753217C,1,17,1,9085,1,1,142.0,1,3,19,5,5,130.8,1,0,0,1,0,0,18,0,0,5,9,3,13.66666667,1,0,5,5,5,12.0,0,12.7,3.7,-1.7,No dropout
75596648A,1,17,6,9500,1,1,139.0,1,37,37,9,6,133.5,1,0,0,1,0,1,18,0,0,8,8,7,15.22857143,0,0,8,8,7,15.22857143,0,12.7,3.7,-1.7,No dropout
77809522D,1,53,1,9238,1,42,140.0,1,37,37,9,10,136.9,1,0,0,1,0,0,21,0,5,9,10,9,12.77777778,0,4,9,9,9,13.22222222,0,8.9,1.4,3.51,No dropout
48088009C,1,1,1,9500,1,1,165.0,1,19,37,5,5,142.3,0,0,0,1,0,1,18,0,0,8,8,7,14.42857143,0,0,8,8,7,14.42857143,0,12.7,3.7,-1.7,No dropout
16896059D,1,17,3,9670,1,1,122.0,1,1,38,3,3,114.3,1,0,0,1,0,0,18,0,0,6,8,6,13.875,0,0,6,7,6,13.71428571,0,11.1,0.6,2.02,No dropout
53507057A,1,1,2,9500,1,1,135.0,1,19,19,9,10,122.9,1,0,0,1,0,0,18,0,0,7,10,7,13.128,0,0,8,13,6,13.19333333,0,15.5,2.8,-4.06,No dropout
50808617D,1,17,1,9500,1,1,128.0,1,19,1,4,3,117.2,1,0,0,1,0,0,20,0,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,16.2,0.3,-0.92,No dropout
33925788B,1,17,1,9147,1,1,139.0,1,1,38,4,5,152.0,0,0,0,1,0,1,18,0,0,5,5,5,14.6,0,0,5,8,5,12.0,0,12.7,3.7,-1.7,No dropout
98482469A,1,1,2,9773,1,1,125.0,1,19,1,4,5,122.2,1,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
79626203C,1,18,2,9147,1,1,102.0,1,37,38,191,143,101.7,1,0,0,1,0,1,20,0,0,5,6,5,11.8,0,0,5,6,5,11.6,0,8.9,1.4,3.51,No dropout
80240774D,1,17,1,9254,1,1,116.0,1,19,19,9,8,119.9,1,0,0,1,0,0,20,0,0,6,6,6,12.33333333,0,0,6,6,6,12.33333333,0,12.4,0.5,1.79,No dropout
56711615C,1,17,1,9147,1,1,138.0,1,37,1,9,9,123.7,1,0,1,1,0,1,19,0,0,5,5,4,11.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
86832247D,1,51,1,9070,1,1,135.0,1,3,1,3,5,121.8,0,0,0,1,0,1,19,0,5,11,11,11,13.18181818,0,5,11,11,11,12.90909091,0,11.1,0.6,2.02,No dropout
93755193B,1,17,4,9670,1,1,110.0,1,19,37,9,99,106.1,1,1,1,0,0,1,18,0,0,6,6,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
60367225C,1,17,3,9773,1,1,132.0,1,1,1,4,9,124.3,1,0,1,1,0,1,19,0,0,6,6,6,11.83333333,0,0,6,7,6,12.28571429,0,15.5,2.8,-4.06,No dropout
87945677B,1,1,2,9500,1,1,126.0,1,1,38,4,7,124.3,1,0,0,1,0,1,20,0,0,8,8,8,12.98125,0,0,8,8,8,12.98125,0,9.4,-0.8,-3.12,No dropout
11136212A,1,44,1,9147,1,39,117.4,1,19,1,4,9,117.4,1,0,0,1,0,0,21,0,4,7,10,6,11.33333333,0,1,5,6,5,11.2,0,11.1,0.6,2.02,No dropout
84899222A,1,43,2,9500,1,1,120.0,1,41,3,2,2,112.7,0,0,0,1,0,0,21,0,0,8,12,6,11.68,0,0,8,12,6,11.68,0,10.8,1.4,1.74,No dropout
41379038C,1,17,1,9070,1,1,116.0,1,38,38,9,9,123.7,0,0,0,1,0,0,20,0,0,6,6,6,14.5,0,0,6,7,6,13.5,0,11.1,0.6,2.02,No dropout
24645933B,1,18,2,9853,1,1,111.0,1,38,38,191,171,105.8,1,0,0,1,0,0,19,0,0,7,7,7,13.14285714,0,0,7,8,7,12.85714286,0,8.9,1.4,3.51,No dropout
74030640C,1,17,3,9085,1,1,128.0,1,1,19,4,90,124.2,0,0,0,0,0,0,21,0,0,5,8,2,11.5,0,0,5,7,2,10.5,0,7.6,2.6,0.32,Dropout
37540788B,1,1,1,9085,1,1,123.0,1,30,19,4,90,122.3,0,0,0,1,0,0,18,0,0,5,6,5,14.2,0,0,5,7,5,11.8,0,7.6,2.6,0.32,No dropout
47797895D,1,1,5,9254,1,1,131.0,1,19,37,9,9,123.7,0,0,0,1,0,1,19,0,0,6,8,5,11.66666667,0,0,6,7,5,12.2,0,8.9,1.4,3.51,No dropout
44222702C,1,17,2,9500,1,1,135.0,1,19,19,9,4,129.8,1,0,0,1,0,0,18,0,0,7,8,7,13.175,0,0,8,8,8,14.875,0,13.9,-0.3,0.79,No dropout
67958284D,1,1,4,9500,1,1,136.0,1,1,1,9,9,123.8,1,0,0,1,0,1,19,0,0,8,8,7,13.31428571,0,0,8,8,7,13.31428571,0,12.7,3.7,-1.7,No dropout
81509299B,1,1,2,9147,1,1,132.0,1,1,19,4,3,126.4,1,0,0,1,0,1,18,0,0,5,13,3,10.6,0,0,5,12,3,10.5,0,13.9,-0.3,0.79,No dropout
96022774C,1,1,1,9853,1,1,120.0,1,19,37,5,7,115.1,0,0,0,1,0,1,18,0,0,6,11,4,12.0,0,0,6,8,4,10.75,0,15.5,2.8,-4.06,No dropout
58380708C,1,1,1,9773,1,1,144.0,1,37,37,8,8,138.4,0,0,0,1,0,0,18,0,0,6,7,6,13.42857143,0,0,6,7,6,14.14285714,0,13.9,-0.3,0.79,No dropout
42893620D,1,17,1,9085,1,1,129.0,1,1,37,9,9,118.2,1,0,0,1,0,1,18,0,0,5,7,4,13.25,0,0,5,8,5,15.57142857,0,10.8,1.4,1.74,No dropout
44730561C,1,17,1,9070,1,1,136.0,1,38,19,7,7,121.7,1,0,0,1,0,0,18,0,0,6,6,2,13.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
37188456B,1,1,3,9070,1,1,125.0,1,1,38,9,7,118.0,0,0,0,1,0,1,18,0,0,6,6,6,14.33333333,0,0,6,7,6,14.0,0,11.1,0.6,2.02,No dropout
30993670B,1,17,1,9238,1,1,125.0,1,1,38,9,7,119.8,0,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
77968026A,1,1,1,9238,1,1,154.0,1,1,3,4,2,164.9,0,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,13.16666667,0,10.8,1.4,1.74,No dropout
15934156D,1,42,1,9085,1,1,100.0,1,1,38,4,9,100.0,1,0,0,1,0,1,20,0,1,2,2,2,12.0,0,1,6,11,6,12.83333333,0,13.9,-0.3,0.79,No dropout
27404415C,1,1,1,9853,1,1,124.0,1,3,1,2,5,121.6,0,0,0,1,0,0,18,0,0,6,9,5,12.33333333,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,No dropout
45246149D,1,17,4,9070,1,1,126.0,1,1,19,4,5,120.4,1,0,0,1,0,0,18,0,0,6,8,5,11.8,0,0,6,7,5,10.4,1,16.2,0.3,-0.92,No dropout
10736918A,1,18,6,9500,1,1,124.0,1,37,37,9,7,117.8,0,0,0,1,0,1,20,0,0,8,8,7,12.79142857,1,0,8,8,7,12.79142857,1,10.8,1.4,1.74,No dropout
20779952D,4,43,1,9670,1,1,150.0,1,37,37,9,6,110.0,0,0,0,1,0,0,40,0,4,8,8,8,11.625,0,3,7,12,5,11.2,0,9.4,-0.8,-3.12,No dropout
37931643C,1,1,6,9500,1,1,133.0,1,38,38,9,9,128.8,1,0,0,1,0,1,18,0,0,7,11,6,11.99444444,0,0,8,11,7,12.43142857,0,15.5,2.8,-4.06,No dropout
70764967D,1,1,5,9254,1,1,126.0,1,19,19,4,7,116.6,1,0,0,1,0,0,19,0,0,6,9,5,11.6,0,0,6,12,5,12.2,0,13.9,-0.3,0.79,No dropout
58609517C,1,7,1,9991,0,40,120.0,1,1,19,4,9,120.0,0,0,0,1,0,0,24,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout
47507530D,1,1,3,9773,1,1,175.0,1,3,38,2,10,157.5,1,0,0,1,0,0,19,0,0,6,8,6,13.16666667,0,0,6,7,6,13.16666667,0,10.8,1.4,1.74,Dropout
20864145C,1,1,6,9500,1,1,141.0,1,2,1,4,4,136.3,1,0,0,1,0,0,19,0,0,8,8,7,14.1,0,0,8,8,7,14.1,0,10.8,1.4,1.74,No dropout
91044188C,1,1,1,9500,1,1,133.0,1,1,19,9,6,121.5,1,0,0,1,0,1,20,0,0,7,8,6,12.39666667,0,0,8,9,7,12.94285714,0,11.1,0.6,2.02,No dropout
14692136C,1,1,1,9500,1,1,143.0,1,38,38,5,5,133.9,0,0,0,1,0,0,18,0,0,7,7,7,15.01428571,0,0,8,8,8,16.0875,0,12.4,0.5,1.79,No dropout
53824518B,1,1,1,171,1,1,141.0,1,1,38,4,8,136.8,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,No dropout
74723627C,1,17,2,9500,1,1,134.0,1,19,37,4,7,133.5,1,0,0,1,0,0,19,0,0,7,8,7,14.05,0,0,8,8,8,15.1,0,13.9,-0.3,0.79,No dropout
10350211C,1,17,3,9500,1,1,138.0,1,3,3,4,5,130.0,1,0,0,1,0,0,18,0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,Dropout
94014310D,1,44,1,9085,1,39,140.0,1,3,3,2,2,140.0,1,0,0,1,0,0,19,0,0,6,10,6,13.0,0,0,6,19,5,13.0,0,12.4,0.5,1.79,No dropout
76577711D,1,1,2,9500,1,1,142.0,1,37,37,9,7,132.7,1,0,0,1,0,1,19,0,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,13.9,-0.3,0.79,No dropout
33658144A,1,1,1,9500,1,1,118.0,1,19,19,5,7,117.8,0,0,0,1,0,1,19,0,0,7,7,7,13.7,0,0,8,9,7,14.67142857,0,12.4,0.5,1.79,No dropout
74241731C,1,1,2,9500,1,1,131.0,1,1,37,4,4,126.1,1,0,0,1,0,1,19,0,0,7,7,7,12.49571429,0,0,8,9,7,12.24285714,0,11.1,0.6,2.02,Dropout
51549892B,1,1,1,9500,1,1,130.0,1,1,38,1,7,120.0,0,0,0,1,0,0,19,0,0,7,7,6,14.56666667,0,0,7,7,6,14.56666667,0,7.6,2.6,0.32,No dropout
50746580B,1,39,1,9670,1,12,133.1,1,1,19,1,5,100.0,1,0,1,0,0,0,25,0,0,5,5,5,11.2,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Dropout
80545871C,1,1,1,9500,1,1,130.0,1,19,19,4,10,116.8,0,0,0,1,0,0,20,0,0,8,8,7,12.68571429,0,0,8,8,7,12.68571429,0,12.7,3.7,-1.7,No dropout
58341717A,1,53,1,9238,1,42,130.0,1,1,19,5,5,128.3,0,0,1,0,0,0,23,0,5,9,12,7,13.57142857,0,4,9,14,4,13.25,0,8.9,1.4,3.51,Dropout
33424815A,1,1,1,9070,1,1,133.1,1,19,19,7,7,117.0,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
78759660C,1,39,1,8014,0,1,130.0,1,37,11,9,10,131.5,0,0,0,1,0,0,27,0,0,6,8,5,11.0,0,0,6,7,6,11.16666667,0,11.1,0.6,2.02,No dropout
38817121A,1,1,1,9500,1,1,149.0,1,19,1,4,4,134.8,0,0,0,1,0,0,18,0,0,8,8,8,14.445,0,0,8,8,8,14.445,0,9.4,-0.8,-3.12,No dropout
82345572C,1,1,1,9853,1,1,163.0,1,19,1,5,10,146.6,1,0,1,1,0,0,18,0,0,6,9,5,13.6,0,0,6,10,4,11.75,0,9.4,-0.8,-3.12,No dropout
33448566C,1,7,1,8014,0,40,130.0,1,19,1,5,10,130.0,1,0,1,0,0,0,23,0,7,12,12,11,14.0,0,4,10,11,8,14.625,0,13.9,-0.3,0.79,Dropout
57652707D,1,1,6,9500,1,1,145.0,1,38,37,5,6,127.5,1,0,0,1,0,1,19,0,0,7,7,6,13.41666667,0,0,7,7,6,13.41666667,0,7.6,2.6,0.32,No dropout
91500897A,1,1,1,9147,1,1,130.0,1,37,38,3,3,123.0,0,0,0,1,0,0,18,0,0,5,8,5,12.33333333,2,0,5,7,5,11.4,0,15.5,2.8,-4.06,No dropout
76306187A,1,43,1,9500,1,1,128.0,1,1,19,9,8,100.0,1,0,0,1,0,0,20,0,0,7,8,7,13.1,0,0,8,8,8,14.8125,0,13.9,-0.3,0.79,No dropout
42241037A,1,1,2,9670,1,1,111.0,1,19,19,9,9,114.2,1,0,0,1,0,0,18,0,0,6,9,4,13.2,0,0,6,10,5,12.8,0,12.4,0.5,1.79,No dropout
46954607B,1,1,1,9500,1,1,140.0,1,1,1,4,4,123.5,1,0,0,1,0,1,19,0,0,8,8,8,14.75,0,0,8,8,8,14.75,0,9.4,-0.8,-3.12,No dropout
43875222A,1,44,1,9238,1,39,140.0,1,19,19,8,8,144.3,1,0,0,1,0,1,19,0,3,6,7,6,13.14285714,0,2,6,6,6,14.33333333,0,12.4,0.5,1.79,No dropout
18769233C,1,1,1,9853,1,1,145.0,1,38,37,5,5,142.2,0,0,0,1,0,0,19,0,0,6,9,4,12.5,0,0,6,9,5,12.5,0,9.4,-0.8,-3.12,No dropout
90426919A,1,1,1,9085,1,1,151.0,1,3,3,1,90,161.9,0,0,0,1,0,0,18,0,0,5,6,4,13.75,0,0,5,8,5,14.85714286,0,7.6,2.6,0.32,No dropout
27322989D,1,1,1,9238,1,1,132.0,1,37,37,9,5,135.9,0,0,0,1,0,0,18,0,0,6,11,5,12.4,0,0,6,7,6,13.0,0,9.4,-0.8,-3.12,No dropout
29719554C,1,1,2,9773,1,1,116.0,1,19,19,4,7,110.1,1,0,0,1,0,0,18,0,0,6,6,6,13.33333333,0,0,6,6,6,12.0,0,11.1,0.6,2.02,No dropout
25927939C,1,2,1,9853,1,1,120.0,1,19,38,9,9,122.5,0,0,0,0,0,0,28,0,11,11,11,11,11.72727273,0,8,8,8,8,12.0,0,15.5,2.8,-4.06,Dropout
85575539B,1,17,1,9254,1,1,158.0,1,37,37,5,9,138.1,1,0,0,1,0,0,19,0,0,6,8,4,12.5,0,0,6,11,1,14.0,0,7.6,2.6,0.32,Dropout
39561870B,1,43,1,171,1,1,116.0,1,3,1,2,3,117.3,1,0,1,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
86102978D,1,1,2,9500,1,1,112.0,1,1,37,4,9,106.8,1,0,0,1,0,1,19,0,0,7,8,6,13.53333333,0,0,8,9,7,13.61428571,0,12.4,0.5,1.79,No dropout
70037328D,1,1,1,9070,1,1,126.0,1,1,19,4,0,120.1,0,1,0,1,0,1,20,0,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,11.1,0.6,2.02,No dropout
96140554A,1,1,2,9254,1,1,120.0,1,19,19,9,9,116.5,1,0,0,1,0,1,19,0,0,6,9,5,13.2,0,0,6,8,5,11.0,0,12.4,0.5,1.79,No dropout
82907179D,1,51,1,9070,1,1,117.0,1,5,1,2,10,120.0,1,0,0,1,0,0,21,0,0,6,7,5,12.2,0,0,6,7,4,12.6,0,8.9,1.4,3.51,No dropout
17368597A,1,1,1,9853,1,1,153.0,1,1,19,9,4,139.7,1,0,0,1,0,1,19,0,0,7,7,7,13.42857143,0,0,7,7,7,14.85714286,0,11.1,0.6,2.02,No dropout
30676062A,1,1,2,9070,1,1,124.0,1,19,1,9,3,123.7,1,0,0,1,0,1,18,0,1,6,8,6,12.71428571,1,0,6,8,6,12.625,0,13.9,-0.3,0.79,No dropout
64017207A,1,17,2,9130,1,1,127.0,1,3,1,2,1,116.5,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
78762027C,1,17,1,9670,1,1,126.0,1,12,38,9,5,122.2,0,0,0,1,0,1,19,0,0,6,6,6,13.66666667,0,0,6,9,6,13.66666667,0,8.9,1.4,3.51,No dropout
97987455D,1,1,1,9773,1,1,133.1,1,38,19,132,103,146.0,0,0,1,1,0,0,20,0,0,6,6,5,11.0,0,0,6,6,6,13.16666667,0,16.2,0.3,-0.92,No dropout
89041204C,1,17,2,9853,1,1,114.0,1,1,1,4,0,108.8,1,0,0,1,0,0,18,0,0,7,11,5,11.4,0,0,7,9,6,13.33333333,0,13.9,-0.3,0.79,No dropout
20277225D,1,43,1,171,1,1,133.0,1,19,19,5,7,133.0,0,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,No dropout
95950675B,1,17,1,9130,1,1,130.0,1,1,1,4,5,123.8,0,0,0,1,0,0,18,0,0,5,7,4,12.0,0,0,5,6,5,12.0,0,7.6,2.6,0.32,No dropout
72263764A,1,17,3,9773,1,1,127.0,1,19,19,5,8,120.0,0,0,0,1,0,0,18,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
63931315B,1,17,3,9238,1,1,143.0,1,37,38,0,7,126.9,1,0,0,1,0,0,18,0,0,6,14,5,11.0,0,0,6,6,6,11.66666667,0,7.6,2.6,0.32,No dropout
49069268D,1,18,4,9773,1,1,130.0,1,19,19,4,4,121.3,1,0,0,1,0,0,20,0,0,6,12,5,12.0,0,0,6,8,6,11.57142857,0,15.5,2.8,-4.06,Dropout
67378909B,1,17,3,9500,1,1,136.0,1,19,1,9,9,129.0,1,0,0,1,0,1,19,0,0,7,7,7,13.30857143,0,0,8,10,8,12.55,0,12.4,0.5,1.79,No dropout
51403422D,1,1,1,9853,1,1,125.0,1,37,37,9,9,114.9,1,0,1,0,0,0,21,0,0,6,8,3,13.66666667,0,0,6,7,3,10.66666667,0,15.5,2.8,-4.06,Dropout
43899202D,1,17,1,9670,1,3,110.0,1,12,3,5,8,106.5,1,0,1,0,0,0,20,0,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
83909606B,1,1,1,9254,1,1,130.0,1,37,38,9,9,133.9,1,0,0,1,0,0,18,0,0,6,10,5,12.2,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,No dropout
32791248B,1,1,1,9773,1,1,135.0,1,1,4,5,3,124.9,0,0,0,1,0,1,20,0,0,6,7,6,12.66666667,0,0,6,6,6,12.83333333,0,10.8,1.4,1.74,No dropout
35787801B,1,1,2,9500,1,1,133.0,1,19,37,1,9,128.5,1,0,0,1,0,1,19,0,0,8,8,8,14.07125,0,0,8,8,8,14.07125,0,9.4,-0.8,-3.12,No dropout
19829421D,1,1,1,9085,1,6,122.0,1,19,19,9,9,126.2,1,0,0,1,0,0,22,0,0,5,14,4,14.25,3,0,5,9,5,13.2,4,9.4,-0.8,-3.12,Dropout
72675106A,1,17,1,9130,1,1,122.0,1,19,19,9,9,121.7,1,0,0,0,0,0,22,0,0,6,0,0,0.0,0,0,2,2,0,0.0,2,9.4,-0.8,-3.12,Dropout
99571723D,1,1,2,9853,1,1,121.0,1,38,38,7,5,120.0,1,0,0,1,0,0,18,0,0,6,10,3,12.0,0,0,6,8,4,10.25,0,10.8,1.4,1.74,No dropout
